age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
35,State-gov,75058,HS-grad,4,Divorced,Craft-repair,Husband,Amer-Indian-Eskimo,Female,78012,2112,20,United-States,<=50K
70,Private,57633,HS-grad,13,Divorced,Sales,Own-child,Other,Female,68098,1085,98,Cuba,<=50K
32,Never-worked,348429,Some-college,12,Divorced,Craft-repair,Wife,Other,Male,26380,5021,38,Cuba,>50K
32,Private,448054,Assoc-voc,6,Separated,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,87285,7373,16,United-States,>50K
59,Self-emp-not-inc,481481,11th,15,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Male,2470,6347,44,Jamaica,>50K
73,Local-gov,64610,11th,14,Married-civ-spouse,Tech-support,Husband,White,Male,86658,5772,97,Cuba,>50K
78,Never-worked,401192,Assoc-acdm,11,Married-civ-spouse,Tech-support,Husband,White,Female,90850,4433,23,Mexico,>50K
78,State-gov,222624,7th-8th,12,Separated,Exec-managerial,Husband,White,Male,68986,5294,30,Jamaica,>50K
69,Without-pay,416496,7th-8th,15,Married-civ-spouse,Tech-support,Husband,White,Male,69125,4516,1,Mexico,<=50K
21,Local-gov,408769,Assoc-voc,4,Divorced,Other-service,Own-child,Amer-Indian-Eskimo,Female,74310,3250,64,Jamaica,>50K
90,Federal-gov,27592,Bachelors,12,Married-civ-spouse,Craft-repair,Own-child,White,Male,87563,4102,61,Jamaica,<=50K
58,Private,58541,Assoc-acdm,9,Divorced,Craft-repair,Unmarried,Black,Female,42669,6884,44,United-States,<=50K
90,Federal-gov,338251,10th,4,Separated,Prof-specialty,Wife,Black,Male,18118,3853,66,Canada,>50K
88,State-gov,226252,Bachelors,2,Divorced,Exec-managerial,Own-child,Other,Female,47036,5787,62,United-States,>50K
86,Without-pay,376380,Some-college,12,Widowed,Other-service,Unmarried,Amer-Indian-Eskimo,Male,6034,7424,81,Mexico,>50K
57,Local-gov,344632,10th,13,Married-civ-spouse,Sales,Not-in-family,Asian-Pac-Islander,Female,19745,5512,49,Jamaica,<=50K
89,Self-emp-not-inc,389038,Masters,8,Never-married,Tech-support,Wife,Other,Male,99475,848,29,United-States,<=50K
68,Without-pay,492453,Assoc-voc,2,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,46151,9565,3,Germany,>50K
67,State-gov,213210,11th,14,Divorced,Tech-support,Not-in-family,Other,Female,64921,6793,51,Germany,>50K
78,Federal-gov,210401,7th-8th,9,Married-civ-spouse,Craft-repair,Wife,Other,Female,15703,1406,50,Cuba,>50K
85,Self-emp-not-inc,365201,Assoc-voc,13,Married-civ-spouse,Craft-repair,Not-in-family,Black,Female,5637,9877,83,India,<=50K
45,Private,222594,10th,10,Never-married,Exec-managerial,Wife,Other,Female,36551,4511,61,Cuba,>50K
54,Federal-gov,490479,11th,15,Married-civ-spouse,Sales,Not-in-family,Black,Male,87153,7430,33,Mexico,<=50K
85,Self-emp-not-inc,420426,Assoc-voc,15,Widowed,Craft-repair,Husband,Black,Male,1757,585,22,Canada,>50K
30,Private,226056,Some-college,8,Married-civ-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,44426,4794,38,United-States,>50K
74,State-gov,446580,Some-college,14,Never-married,Tech-support,Unmarried,Other,Male,31747,3224,67,Canada,<=50K
69,Federal-gov,51376,Bachelors,1,Widowed,Other-service,Unmarried,Other,Male,81285,9378,14,Mexico,<=50K
48,Without-pay,272246,HS-grad,13,Never-married,Tech-support,Wife,White,Female,86010,6618,97,Germany,>50K
36,Private,269390,Some-college,8,Widowed,Sales,Not-in-family,White,Male,92115,7643,12,Jamaica,>50K
32,Never-worked,73795,Bachelors,6,Separated,Tech-support,Husband,Asian-Pac-Islander,Female,99968,2290,28,Germany,>50K
37,Federal-gov,190438,Assoc-acdm,16,Widowed,Other-service,Own-child,White,Female,5511,7052,1,Canada,<=50K
57,Local-gov,413588,Bachelors,1,Divorced,Prof-specialty,Own-child,White,Female,60541,6221,62,Jamaica,>50K
58,Never-worked,99957,HS-grad,1,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,74225,228,39,Cuba,>50K
52,Without-pay,423356,Some-college,16,Never-married,Tech-support,Wife,Black,Female,1868,2752,44,Canada,>50K
90,Private,141691,HS-grad,6,Divorced,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,41309,925,14,India,<=50K
61,Private,124813,HS-grad,2,Never-married,Exec-managerial,Own-child,Other,Female,46782,7821,95,Canada,>50K
89,State-gov,209164,Masters,5,Separated,Exec-managerial,Wife,Black,Female,30994,7914,27,India,<=50K
21,Private,29785,10th,2,Widowed,Tech-support,Unmarried,Black,Male,68637,2584,60,Mexico,<=50K
23,Without-pay,309521,HS-grad,14,Separated,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,5666,5903,39,United-States,<=50K
73,Local-gov,243991,Bachelors,9,Widowed,Craft-repair,Not-in-family,Other,Female,3645,1968,68,Canada,>50K
43,Never-worked,379974,11th,5,Divorced,Tech-support,Husband,Other,Female,95161,9468,50,Germany,>50K
61,Never-worked,92892,7th-8th,16,Never-married,Sales,Wife,White,Female,8626,7398,50,India,<=50K
64,Federal-gov,81478,Some-college,9,Widowed,Prof-specialty,Unmarried,Other,Female,11435,7431,44,India,<=50K
79,Without-pay,445312,Assoc-voc,10,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Male,3330,2196,27,Jamaica,<=50K
22,State-gov,157880,7th-8th,16,Married-civ-spouse,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,32946,5983,33,India,>50K
34,Never-worked,79233,11th,2,Separated,Tech-support,Husband,Asian-Pac-Islander,Male,2803,4626,7,Cuba,<=50K
57,Private,313489,10th,11,Married-civ-spouse,Other-service,Not-in-family,Other,Male,60463,6258,21,Mexico,<=50K
18,Federal-gov,423916,10th,11,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,25108,9828,17,United-States,<=50K
75,Federal-gov,102677,Some-college,16,Married-civ-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,57663,7310,77,India,<=50K
39,Self-emp-not-inc,420263,Assoc-acdm,14,Never-married,Other-service,Not-in-family,Other,Male,82246,2926,96,Cuba,>50K
55,Federal-gov,71103,11th,3,Widowed,Craft-repair,Own-child,Asian-Pac-Islander,Male,67073,8849,43,Cuba,<=50K
44,Local-gov,283945,Assoc-acdm,3,Married-civ-spouse,Sales,Not-in-family,Other,Male,51416,7374,94,India,>50K
29,Never-worked,403377,Some-college,1,Divorced,Other-service,Not-in-family,Other,Male,89126,2710,50,Cuba,>50K
59,Federal-gov,46317,Some-college,6,Never-married,Exec-managerial,Husband,Other,Female,24632,219,51,India,<=50K
83,Private,364054,Assoc-acdm,10,Never-married,Sales,Wife,Asian-Pac-Islander,Female,3275,3855,8,Germany,<=50K
58,Federal-gov,88210,Some-college,16,Never-married,Prof-specialty,Unmarried,Black,Female,49260,9342,39,United-States,>50K
31,Private,397713,Bachelors,16,Divorced,Tech-support,Wife,Black,Female,18224,561,60,Cuba,>50K
46,Local-gov,194843,Some-college,12,Widowed,Prof-specialty,Unmarried,White,Male,39104,7436,41,India,<=50K
51,Private,181277,Assoc-acdm,5,Widowed,Other-service,Not-in-family,Other,Male,19565,4236,13,Mexico,>50K
57,Never-worked,220446,Assoc-acdm,15,Never-married,Craft-repair,Unmarried,Other,Male,92091,5406,64,Jamaica,>50K
59,Federal-gov,284830,10th,12,Never-married,Craft-repair,Unmarried,Asian-Pac-Islander,Male,39671,5825,63,United-States,>50K
44,Without-pay,22243,11th,14,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,64067,3350,95,India,>50K
74,Local-gov,487118,Some-college,12,Widowed,Craft-repair,Wife,Other,Female,49724,536,20,Jamaica,<=50K
48,Never-worked,417666,Masters,12,Widowed,Prof-specialty,Wife,Black,Female,18418,3840,14,Jamaica,<=50K
43,State-gov,76577,7th-8th,12,Married-civ-spouse,Prof-specialty,Unmarried,Other,Female,72685,9280,7,Germany,>50K
89,Private,384217,HS-grad,15,Never-married,Exec-managerial,Husband,Black,Male,5036,676,57,Cuba,>50K
56,Never-worked,424225,Assoc-acdm,10,Never-married,Other-service,Own-child,White,Female,3910,9859,20,Cuba,>50K
55,Never-worked,115867,7th-8th,7,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,72,3901,79,United-States,>50K
70,State-gov,153363,HS-grad,16,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,37064,7214,1,Cuba,<=50K
19,Without-pay,404422,HS-grad,12,Never-married,Tech-support,Wife,White,Female,1129,8126,69,Germany,<=50K
87,Private,20969,11th,16,Never-married,Prof-specialty,Unmarried,Black,Male,31520,2094,54,Mexico,>50K
32,State-gov,146228,Bachelors,10,Divorced,Craft-repair,Own-child,Black,Male,14794,8077,43,Mexico,<=50K
18,Self-emp-not-inc,485995,Assoc-voc,9,Separated,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,17836,8480,85,United-States,<=50K
63,Without-pay,127478,7th-8th,15,Widowed,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,79160,6848,42,Mexico,<=50K
62,Without-pay,189345,11th,15,Never-married,Exec-managerial,Unmarried,Black,Female,31310,8252,16,India,>50K
45,Local-gov,99330,11th,8,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,6561,5638,35,Jamaica,>50K
60,Private,137762,11th,7,Never-married,Tech-support,Husband,Black,Female,24049,8853,47,Canada,<=50K
44,Self-emp-not-inc,479554,HS-grad,11,Divorced,Tech-support,Husband,White,Male,95430,6423,52,United-States,>50K
83,Self-emp-not-inc,262343,10th,4,Never-married,Exec-managerial,Husband,White,Female,81824,5066,26,Mexico,>50K
40,Never-worked,325313,Bachelors,11,Separated,Craft-repair,Wife,Amer-Indian-Eskimo,Male,3664,7847,73,Cuba,>50K
20,Private,195021,Bachelors,11,Separated,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,80290,8854,84,Mexico,>50K
88,Self-emp-not-inc,481108,Assoc-acdm,1,Never-married,Sales,Husband,Asian-Pac-Islander,Male,99291,1143,6,Mexico,<=50K
67,Without-pay,217506,7th-8th,14,Separated,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,66609,2027,53,Cuba,<=50K
22,Self-emp-not-inc,143736,HS-grad,13,Divorced,Other-service,Wife,White,Male,50051,3753,76,Cuba,>50K
45,Self-emp-not-inc,448564,Assoc-voc,3,Married-civ-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Male,23927,1175,55,Canada,<=50K
90,State-gov,222674,Assoc-voc,2,Separated,Other-service,Not-in-family,Asian-Pac-Islander,Female,27419,9276,89,United-States,>50K
80,Never-worked,303228,10th,9,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,18327,6047,41,Canada,<=50K
25,Local-gov,88729,Assoc-voc,14,Separated,Tech-support,Husband,Amer-Indian-Eskimo,Male,64084,9831,14,Germany,>50K
28,State-gov,384145,7th-8th,15,Never-married,Sales,Own-child,White,Female,91804,8970,52,Cuba,>50K
79,Federal-gov,448605,Bachelors,3,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,28015,7772,80,Mexico,<=50K
56,Without-pay,248009,Some-college,12,Married-civ-spouse,Tech-support,Unmarried,White,Male,37000,5826,30,Mexico,<=50K
82,Self-emp-not-inc,159626,Assoc-voc,1,Never-married,Tech-support,Husband,Other,Female,41770,5478,61,Canada,>50K
74,State-gov,327333,Masters,12,Widowed,Other-service,Husband,White,Male,73679,7443,27,Germany,>50K
90,State-gov,232499,Some-college,14,Separated,Sales,Wife,Amer-Indian-Eskimo,Female,38852,473,49,Cuba,<=50K
32,Private,168728,Some-college,1,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,46424,6282,98,India,>50K
18,Self-emp-not-inc,436526,HS-grad,15,Married-civ-spouse,Other-service,Unmarried,Other,Male,58006,8254,62,Germany,<=50K
55,Never-worked,372797,Bachelors,7,Widowed,Sales,Unmarried,Amer-Indian-Eskimo,Male,62586,1045,20,Mexico,>50K
73,Never-worked,230117,Assoc-acdm,5,Married-civ-spouse,Sales,Husband,Other,Male,34518,9991,89,Canada,<=50K
79,Federal-gov,475503,HS-grad,11,Widowed,Tech-support,Wife,Amer-Indian-Eskimo,Female,17366,4180,94,Canada,>50K
51,Private,162322,11th,3,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,98239,1350,48,United-States,<=50K
59,Private,219602,Bachelors,6,Married-civ-spouse,Tech-support,Not-in-family,Other,Male,84641,1320,41,United-States,>50K
72,Federal-gov,59746,Masters,3,Separated,Prof-specialty,Not-in-family,White,Male,69663,4081,32,Canada,<=50K
82,Private,481148,Assoc-acdm,11,Separated,Prof-specialty,Unmarried,Other,Female,40328,9891,21,Canada,>50K
71,Federal-gov,464469,HS-grad,8,Never-married,Prof-specialty,Not-in-family,Other,Female,55925,1396,46,Canada,<=50K
85,Federal-gov,466916,11th,1,Separated,Exec-managerial,Not-in-family,White,Female,73981,1988,88,Canada,>50K
87,Self-emp-not-inc,233952,Assoc-voc,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,55331,9326,41,Canada,>50K
66,State-gov,134728,HS-grad,13,Divorced,Craft-repair,Own-child,Other,Female,64606,4910,75,Mexico,>50K
49,Private,160942,Assoc-voc,10,Never-married,Other-service,Own-child,White,Female,20789,4042,88,Mexico,>50K
85,Local-gov,218222,Assoc-voc,4,Separated,Other-service,Own-child,White,Male,32919,890,91,Germany,>50K
56,Private,467914,Some-college,10,Divorced,Tech-support,Wife,White,Male,92716,7548,5,United-States,<=50K
60,Without-pay,155651,10th,4,Married-civ-spouse,Prof-specialty,Own-child,Black,Male,79655,861,40,India,<=50K
57,Private,434785,HS-grad,5,Married-civ-spouse,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,26817,399,43,Jamaica,>50K
78,Self-emp-not-inc,182387,Some-college,3,Separated,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,23173,8762,6,Germany,>50K
87,Federal-gov,205336,11th,3,Separated,Tech-support,Own-child,Asian-Pac-Islander,Male,64603,6472,78,United-States,>50K
81,State-gov,238962,7th-8th,15,Separated,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,63663,1024,30,Canada,>50K
39,Never-worked,238104,Assoc-voc,3,Married-civ-spouse,Exec-managerial,Husband,Other,Male,43978,6236,25,Germany,<=50K
43,Never-worked,175900,Assoc-voc,5,Never-married,Other-service,Husband,Black,Male,73960,8202,69,Germany,<=50K
69,Private,112276,7th-8th,1,Separated,Other-service,Unmarried,Asian-Pac-Islander,Male,51107,9496,64,Jamaica,>50K
37,Private,468371,Masters,12,Divorced,Sales,Husband,Black,Female,27311,9665,24,Jamaica,<=50K
54,Local-gov,376816,11th,9,Separated,Exec-managerial,Husband,Asian-Pac-Islander,Male,15761,6819,45,Cuba,>50K
34,Never-worked,60259,7th-8th,14,Divorced,Tech-support,Own-child,Asian-Pac-Islander,Male,28467,7616,56,India,<=50K
49,State-gov,479558,Assoc-acdm,6,Never-married,Prof-specialty,Husband,Other,Male,83517,7447,57,Jamaica,>50K
33,Private,42247,Assoc-acdm,13,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,42512,7946,52,Canada,<=50K
51,Federal-gov,248551,11th,9,Separated,Other-service,Not-in-family,White,Male,76950,6921,45,India,>50K
70,Never-worked,472864,HS-grad,8,Widowed,Other-service,Husband,Amer-Indian-Eskimo,Female,42449,5196,89,Mexico,>50K
67,Local-gov,398038,7th-8th,14,Separated,Tech-support,Own-child,Asian-Pac-Islander,Female,77337,6537,71,Cuba,>50K
65,State-gov,250059,Assoc-voc,6,Never-married,Other-service,Husband,Asian-Pac-Islander,Male,70446,4459,11,United-States,>50K
48,Self-emp-not-inc,442449,Assoc-voc,9,Divorced,Prof-specialty,Wife,Black,Female,45208,3030,47,United-States,<=50K
83,State-gov,456521,Some-college,6,Married-civ-spouse,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,85491,8546,36,Canada,>50K
39,Without-pay,156815,11th,9,Widowed,Sales,Unmarried,Amer-Indian-Eskimo,Female,23888,9003,40,United-States,<=50K
20,State-gov,253009,Bachelors,12,Married-civ-spouse,Prof-specialty,Own-child,Asian-Pac-Islander,Female,23675,8805,13,Mexico,<=50K
34,Local-gov,298760,Assoc-voc,8,Divorced,Other-service,Unmarried,Black,Female,45328,837,48,Jamaica,>50K
74,Local-gov,366053,Assoc-acdm,7,Married-civ-spouse,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,68925,3157,19,Mexico,<=50K
85,Without-pay,410700,7th-8th,1,Married-civ-spouse,Sales,Not-in-family,Other,Male,74563,7602,33,Germany,<=50K
84,Local-gov,327354,7th-8th,1,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Female,67140,8159,92,Jamaica,>50K
69,Never-worked,322464,HS-grad,10,Divorced,Sales,Wife,White,Female,35766,2788,20,Mexico,>50K
63,Self-emp-not-inc,497842,Assoc-acdm,10,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Female,36873,2203,46,India,<=50K
80,Never-worked,180460,11th,5,Widowed,Sales,Husband,White,Female,80699,5177,76,India,<=50K
43,Self-emp-not-inc,248959,Assoc-voc,2,Widowed,Sales,Husband,Other,Male,57907,9786,68,Cuba,<=50K
53,Without-pay,441355,Masters,16,Widowed,Other-service,Not-in-family,Other,Male,15132,6402,36,Jamaica,<=50K
72,Never-worked,443874,Masters,5,Married-civ-spouse,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,18992,5481,43,Jamaica,>50K
24,Local-gov,419124,Bachelors,10,Never-married,Sales,Not-in-family,White,Male,90167,6913,27,Germany,>50K
24,Without-pay,51329,Bachelors,8,Divorced,Sales,Wife,Asian-Pac-Islander,Female,88698,6126,29,Jamaica,<=50K
84,Self-emp-not-inc,440023,Masters,14,Married-civ-spouse,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,94878,110,26,Canada,<=50K
77,Never-worked,210900,Bachelors,5,Separated,Other-service,Not-in-family,Other,Female,35024,5741,8,India,>50K
74,Without-pay,141018,11th,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,31589,5850,75,United-States,<=50K
89,Private,274027,HS-grad,3,Divorced,Other-service,Wife,Asian-Pac-Islander,Female,59905,5208,80,Germany,>50K
28,Local-gov,87681,7th-8th,13,Divorced,Exec-managerial,Wife,White,Male,63887,6325,28,India,>50K
56,Without-pay,37393,11th,14,Widowed,Prof-specialty,Husband,Other,Male,83646,418,50,Mexico,>50K
59,Never-worked,122146,10th,8,Separated,Other-service,Unmarried,Amer-Indian-Eskimo,Female,15487,3829,62,Canada,>50K
86,Local-gov,432905,Assoc-acdm,4,Separated,Craft-repair,Own-child,White,Female,61327,3590,71,Mexico,>50K
43,State-gov,196073,11th,13,Separated,Sales,Wife,Other,Female,94094,5467,96,Mexico,<=50K
87,Federal-gov,350171,Assoc-voc,4,Separated,Sales,Husband,Amer-Indian-Eskimo,Male,46320,6819,45,India,<=50K
32,Without-pay,93298,Bachelors,9,Widowed,Prof-specialty,Wife,Other,Male,91867,5600,35,Germany,<=50K
68,Private,195468,Assoc-voc,7,Widowed,Tech-support,Own-child,Black,Female,84190,1475,75,Cuba,>50K
56,State-gov,257333,Masters,2,Divorced,Prof-specialty,Own-child,Asian-Pac-Islander,Female,67364,5088,87,India,>50K
89,State-gov,375816,Some-college,1,Married-civ-spouse,Craft-repair,Not-in-family,Other,Male,37388,1636,86,Germany,<=50K
27,State-gov,217654,Bachelors,3,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,52334,9271,28,Mexico,>50K
28,Self-emp-not-inc,446479,Assoc-acdm,9,Separated,Tech-support,Not-in-family,Black,Male,29546,6837,17,Cuba,<=50K
84,Self-emp-not-inc,440292,HS-grad,5,Divorced,Sales,Own-child,Amer-Indian-Eskimo,Female,68123,9894,15,Canada,<=50K
83,Without-pay,434036,Assoc-voc,15,Married-civ-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Female,83020,5681,63,Jamaica,>50K
67,State-gov,485677,Assoc-voc,3,Divorced,Tech-support,Own-child,Black,Male,34620,8309,17,Jamaica,<=50K
36,Without-pay,223507,11th,4,Separated,Sales,Not-in-family,Black,Male,47854,3233,6,Canada,>50K
45,Self-emp-not-inc,121078,11th,7,Never-married,Prof-specialty,Husband,Other,Female,11289,1381,27,India,>50K
77,State-gov,378369,10th,8,Widowed,Sales,Wife,Amer-Indian-Eskimo,Female,4671,7784,69,United-States,<=50K
22,Never-worked,302513,11th,9,Never-married,Craft-repair,Not-in-family,Other,Female,26174,3845,54,United-States,<=50K
82,State-gov,59552,11th,3,Widowed,Sales,Husband,Asian-Pac-Islander,Male,4834,9363,66,India,<=50K
27,Without-pay,243594,Assoc-acdm,4,Married-civ-spouse,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,60158,1310,7,Canada,<=50K
44,Never-worked,350019,7th-8th,5,Separated,Exec-managerial,Unmarried,White,Male,79248,2805,32,Mexico,<=50K
48,Private,355699,Masters,15,Divorced,Prof-specialty,Wife,Other,Female,87359,2868,12,Germany,<=50K
42,Federal-gov,349291,Assoc-acdm,16,Never-married,Prof-specialty,Own-child,Black,Female,11042,3498,93,Cuba,>50K
49,Private,361487,Masters,13,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,22958,1082,75,Cuba,>50K
24,Private,194436,Bachelors,2,Married-civ-spouse,Prof-specialty,Wife,Black,Female,67927,6365,35,Canada,>50K
21,Self-emp-not-inc,74613,Masters,8,Widowed,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,88706,5513,62,United-States,>50K
78,Never-worked,285891,10th,1,Divorced,Craft-repair,Unmarried,White,Male,69067,8545,93,Germany,>50K
20,Never-worked,395026,Assoc-acdm,14,Divorced,Prof-specialty,Wife,Black,Female,5889,2935,30,Cuba,>50K
82,Self-emp-not-inc,16366,10th,2,Separated,Tech-support,Unmarried,Asian-Pac-Islander,Female,91522,8410,27,Canada,<=50K
84,Never-worked,266673,Masters,14,Separated,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,93664,843,50,Jamaica,>50K
